  Lines           Copies        Function name
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<hyper::server::server::new_svc::NewSvcTask<hyper::server::tcp::addr_stream::AddrStream,axum::routing::into_make_service::IntoMakeServiceFuture<axum::routing::Router>,axum::routing::Router,hyper::common::exec::Exec,hyper::server::server::NoopWatcher>>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::crawler::coordinator::CoordinatorService>::accept::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::crawler::router::RouterService>::accept::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::search_server::SearchService>::accept::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::webgraph_server::WebGraphService>::accept::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<stract_core::crawler::Crawler::new::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<stract_core::improvement::store_improvements_loop::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<futures_util::future::future::remote_handle::Remote<scylla::transport::cluster::ClusterWorker::work::{{closure}}>>>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<scylla::transport::cluster::ClusterWorker::handle_use_keyspace_request::{{closure}}>>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<scylla::transport::iterator::RowIterator::new_for_connection_query_iter::{{closure}}::{{closure}}>>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<distributed::cluster::Cluster::join::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<hyper::proto::h2::server::H2Stream<axum::routing::route::RouteFuture<hyper::body::body::Body,core::convert::Infallible>,http_body::combinators::box_body::UnsyncBoxBody<bytes::bytes::Bytes,axum_core::error::Error>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<hyper::server::server::new_svc::NewSvcTask<hyper::server::tcp::addr_stream::AddrStream,axum::extract::connect_info::ResponseFuture<axum::routing::Router,core::net::socket_addr::SocketAddr>,axum::extension::AddExtension<axum::routing::Router,axum::extract::connect_info::ConnectInfo<core::net::socket_addr::SocketAddr>>,hyper::common::exec::Exec,hyper::server::server::NoopWatcher>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<hyper::server::server::new_svc::NewSvcTask<hyper::server::tcp::addr_stream::AddrStream,axum::routing::into_make_service::IntoMakeServiceFuture<axum::routing::Router>,axum::routing::Router,hyper::common::exec::Exec,hyper::server::server::NoopWatcher>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<sonic::service::Server<stract_core::entrypoint::crawler::coordinator::CoordinatorService>::accept::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<sonic::service::Server<stract_core::entrypoint::crawler::router::RouterService>::accept::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<sonic::service::Server<stract_core::entrypoint::search_server::SearchService>::accept::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<sonic::service::Server<stract_core::entrypoint::webgraph_server::WebGraphService>::accept::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<stract_core::crawler::Crawler::new::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<stract_core::improvement::store_improvements_loop::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tokio::runtime::blocking::task::BlockingTask<alloc::boxed::Box<scylla::transport::cluster::ClusterData::new::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tokio::runtime::blocking::task::BlockingTask<alloc::boxed::Box<stract_core::api::summarize::summarize::{{closure}}::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tokio::runtime::blocking::task::BlockingTask<scylla::transport::cluster::ClusterData::new::{{closure}}::{{closure}}>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tokio::runtime::blocking::task::BlockingTask<stract_core::api::summarize::summarize::{{closure}}::{{closure}}>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tracing::instrument::WithDispatch<futures_util::future::future::remote_handle::Remote<scylla::transport::cluster::ClusterWorker::work::{{closure}}>>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tracing::instrument::WithDispatch<scylla::transport::cluster::ClusterWorker::handle_use_keyspace_request::{{closure}}>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::runtime::task::core::Stage<tracing::instrument::WithDispatch<scylla::transport::iterator::RowIterator::new_for_connection_query_iter::{{closure}}::{{closure}}>>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::loom::std::unsafe_cell::UnsafeCell<tokio::sync::broadcast::Waiter>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::net::addr::sealed::MaybeReady>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::blocking::task::BlockingTask<alloc::boxed::Box<scylla::transport::cluster::ClusterData::new::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::blocking::task::BlockingTask<alloc::boxed::Box<stract_core::api::summarize::summarize::{{closure}}::{{closure}}>>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::blocking::task::BlockingTask<scylla::transport::cluster::ClusterData::new::{{closure}}::{{closure}}>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::blocking::task::BlockingTask<stract_core::api::summarize::summarize::{{closure}}::{{closure}}>>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<chitchat::server::dns_refresh_loop::{{closure}}>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<chitchat::server::spawn_chitchat::{{closure}}::{{closure}}>::{{closure}},tokio::runtime::task::join::JoinHandle<core::result::Result<(),anyhow::Error>>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<chitchat::server::dns_refresh_loop::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<chitchat::server::spawn_chitchat::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<core::result::Result<(),anyhow::Error>>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<distributed::cluster::Cluster::join::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<hyper::proto::h2::server::H2Stream<axum::routing::route::RouteFuture<hyper::body::body::Body,core::convert::Infallible>,http_body::combinators::box_body::UnsyncBoxBody<bytes::bytes::Bytes,axum_core::error::Error>>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<hyper::server::server::new_svc::NewSvcTask<hyper::server::tcp::addr_stream::AddrStream,axum::extract::connect_info::ResponseFuture<axum::routing::Router,core::net::socket_addr::SocketAddr>,axum::extension::AddExtension<axum::routing::Router,axum::extract::connect_info::ConnectInfo<core::net::socket_addr::SocketAddr>>,hyper::common::exec::Exec,hyper::server::server::NoopWatcher>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<hyper::server::server::new_svc::NewSvcTask<hyper::server::tcp::addr_stream::AddrStream,axum::routing::into_make_service::IntoMakeServiceFuture<axum::routing::Router>,axum::routing::Router,hyper::common::exec::Exec,hyper::server::server::NoopWatcher>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::crawler::coordinator::CoordinatorService>::accept::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::crawler::router::RouterService>::accept::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::search_server::SearchService>::accept::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<sonic::service::Server<stract_core::entrypoint::webgraph_server::WebGraphService>::accept::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<stract_core::crawler::Crawler::new::{{closure}}::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<stract_core::improvement::store_improvements_loop::{{closure}}>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<futures_util::future::future::remote_handle::Remote<scylla::transport::cluster::ClusterWorker::work::{{closure}}>>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<scylla::transport::cluster::ClusterWorker::handle_use_keyspace_request::{{closure}}>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<core::pin::Pin<alloc::boxed::Box<tracing::instrument::WithDispatch<scylla::transport::iterator::RowIterator::new_for_connection_query_iter::{{closure}}::{{closure}}>>>>::{{closure}},tokio::runtime::task::join::JoinHandle<scylla::transport::iterator::checked_channel_sender::SendAttemptedProof<core::result::Result<scylla::transport::iterator::ReceivedPage,scylla_cql::errors::QueryError>>>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<distributed::cluster::Cluster::join::{{closure}}::{{closure}}>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
        5 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<tokio::runtime::context::current::with_current<tokio::task::spawn::spawn_inner<hyper::proto::h2::server::H2Stream<axum::routing::route::RouteFuture<hyper::body::body::Body,core::convert::Infallible>,http_body::combinators::box_body::UnsyncBoxBody<bytes::bytes::Bytes,axum_core::error::Error>>>::{{closure}},tokio::runtime::task::join::JoinHandle<()>>::{{closure}}>
